"Farm Name","State","City","location","lat","lon"
"Ozark Family Farm","Arkansas","Salem","Arkansas, Salem",36.3710114,-91.8227
"Natural State Microgreens","Arkansas","Scott","Arkansas, Scott",34.6964808,-92.0962552
"Rob & Kelsey Post Funny Farm","Arkansas","Scott","Arkansas, Scott",34.6964808,-92.0962552
"Rusher Family Farms","Arkansas","Scott","Arkansas, Scott",34.6964808,-92.0962552
"Shady Grove Pecan Orchards","Arkansas","Scott","Arkansas, Scott",34.6964808,-92.0962552
"Rafter S Cattle","Arkansas","Searcy","Arkansas, Searcy",35.2437536,-91.7364422
"Willowbrook Farm and Sheep Dairy","Arkansas","Searcy","Arkansas, Searcy",35.2437536,-91.7364422
"Wyatt Farm","Arkansas","Searcy","Arkansas, Searcy",35.2437536,-91.7364422
"Circle K Angus Farm","Arkansas","Sheridan","Arkansas, Sheridan",34.3068334,-92.3991409
"Copeland Cattle Farm","Arkansas","Sherwood","Arkansas, Sherwood",34.8321344,-92.1910583
"Crown Y Ranch","Arkansas","Sidney","Arkansas, Sidney",36.0031466,-91.6601473
"Illinois River Katahdins","Arkansas","Siloam Springs","Arkansas, Siloam Springs",36.1859196,-94.5415643
"Myers Herefords","Arkansas","Siloam Springs","Arkansas, Siloam Springs",36.1859196,-94.5415643
"Bilbrey Century Farm","Arkansas","Smithville","Arkansas, Smithville",36.0797218,-91.3034812
"Cooks Berry Park","Arkansas","Springdale","Arkansas, Springdale",36.1745404,-94.1389831
"Odglen Farms","Arkansas","Springdale","Arkansas, Springdale",36.1745404,-94.1389831
"Independence Ark Farm","Arkansas","Sulphur Rock","Arkansas, Sulphur Rock",35.7535137,-91.5008583
"Peace Farm Organics","Arkansas","Van Buren","Arkansas, Van Buren",35.4589055,-94.3565578
"Rattle's Garden","Arkansas","Vilonia","Arkansas, Vilonia",35.0854486,-92.1984203
"C Squared Farms","Arkansas","Vilonia","Arkansas, Vilonia",35.0854486,-92.1984203
"KR Farms","Arkansas","Waldron","Arkansas, Waldron",34.8964186,-94.0909925
"Bullwick Farms","Arkansas","West Fork","Arkansas, West Fork",35.9314614,-94.1800289
"ClemTuck Farm","Arkansas","West Fork","Arkansas, West Fork",35.9314614,-94.1800289
"Ozark All Seasons","Arkansas","Winslow","Arkansas, Winslow",35.8005292,-94.1351299
"Double B Farm & Ranch","Arkansas","Wye Mountain","Arkansas, Wye Mountain",34.9320331,-92.6771083
"Killough Farms","Arkansas","Wynne","Arkansas, Wynne",35.2236114,-90.7871653
"Melvin Taylor Farms","Arkansas","Wynne","Arkansas, Wynne",35.2236114,-90.7871653
"Leventini Farms","California","Acampo","California, Acampo",38.1747217,-121.27775
"Sage Mountain Farm","California","Aguanga","California, Aguanga",33.442702,-116.8651224
"Tzaddik Farm","California","Alpine","California, Alpine",32.8350521,-116.7664109
"Marshall's Farm","California","American Canyon","California, American Canyon",38.1749178,-122.2608044
"HexenWald Ranch","California","Aptos","California, Aptos",36.9771729,-121.8994016
"New Natives LLC","California","Aptos","California, Aptos",36.9771729,-121.8994016
"Green Spiral Farm","California","Arcata","California, Arcata",40.8665166,-124.0828396
"Rainbow Hills","California","Arroyo Grande","California, Arroyo Grande",35.1185868,-120.5907252
"Bodacious Blooms","California","Auburn","California, Auburn",38.8965654,-121.0768901
"Shared Abundance Organic Farm","California","Auburn","California, Auburn",38.8965654,-121.0768901
"Covenant Pastures","California","Bakersfield","California, Bakersfield",35.3732921,-119.0187125
"Desert Olive Farms","California","Brawley","California, Brawley",32.9786566,-115.530267
"Turning Point Growing Works","California","Camarillo","California, Camarillo",34.2163937,-119.0376023
"Honey Blossom Retreat Garden","California","Carmel Valley","California, Carmel Valley",36.4799024,-121.7327931
"Villa Pacifica Ranch","California","Cayucos","California, Cayucos",35.4427511,-120.8921254
"123 Farm","California","Cherry Valley","California, Cherry Valley",33.9725153,-116.9772484
"Chickadee Flats","California","Clio","California, Clio",39.7432328,-120.5802171
"Double A Walnuts","California","Colusa","California, Colusa",39.2143343,-122.0094175
"Maywood Farms","California","Corning","California, Corning",39.9276572,-122.1791556
"McMartin Farms","California","Corning","California, Corning",39.9276572,-122.1791556
"The Seeds of Xanxadu","California","Covina","California, Covina",34.0900091,-117.8903397
"SZ Ranch","California","Cuyama","California, Cuyama",34.9342872,-119.613846
"Homestead of Misfit Critters","California","Diamond Springs","California, Diamond Springs",38.6946259,-120.8149355
"Sally Negroni","California","Dixon","California, Dixon",38.4454641,-121.8232958
"Honey Pacifica","California","Downey","California, Downey",33.9401088,-118.1331593
"The Honest Bison","California","El Segundo","California, El Segundo",33.9191799,-118.4164652
"Wentworth Vineyards","California","Elk","California, Elk",36.778261,-119.4179324
"Sugar Sweet Farm","California","Encinitas","California, Encinitas",33.0369867,-117.2919818
"Durst Organic Growers","California","Esparto","California, Esparto",38.6921258,-122.0171925
"De Luz Flower Growers","California","Fallbrook","California, Fallbrook",33.3764196,-117.2511466
"Hillcrest Healthy Grove","California","Fallbrook","California, Fallbrook",33.3764196,-117.2511466
"Marian Biodynamic Farms","California","Fresno","California, Fresno",36.7377981,-119.7871247
"McKinney Farm","California","Fresno","California, Fresno",36.7377981,-119.7871247
"Esquivel Farms","California","Gilroy","California, Gilroy",37.0029828,-121.5566373
"Family Friendly Farms","California","Grass Valley","California, Grass Valley",39.2190608,-121.0610606
"Johnson Farm","California","Gridley","California, Gridley",39.3637773,-121.6935833
"Full Belly Farm","California","Guinda","California, Guinda",38.8291965,-122.1928955
"Half Moon Honey","California","Half Moon Bay","California, Half Moon Bay",37.4635519,-122.4285862
"Potrero Nuevo Farm","California","Half Moon Bay","California, Half Moon Bay",37.4635519,-122.4285862
"Porter Creek Vineyards","California","Healdsburg","California, Healdsburg",38.6081693,-122.8700509
"California Kurobuta","California","Hollister","California, Hollister",36.8524545,-121.4016021
"Winterport Farm","California","Ione","California, Ione",38.3526912,-120.9327177
"VJB Vineyards","California","Kenwood","California, Kenwood",38.4137198,-122.545828
"The Bee Army","California","La Habra","California, La Habra",33.9318591,-117.946137
"Spring Thyme Nursery","California","Lakeport","California, Lakeport",39.0429506,-122.9158293
"Olds Family Farms","California","Le Grand","California, Le Grand",37.228554,-120.2482336
"Mayo Club Lambs","California","Live Oak","California, Live Oak",NA,NA
"Kwanderosa Farms","California","Livermore","California, Livermore",37.6818688,-121.7684732
"Loomis Alpacas","California","Loomis","California, Loomis",38.8212889,-121.1930041
"Arge Acres","California","Los Banos","California, Los Banos",37.0582786,-120.8499151
"Patchen California","California","Los Gatos","California, Los Gatos",37.2358078,-121.9623751
"Kandarian Organic Farms","California","Los Osos","California, Los Osos",35.3072291,-120.8384093
"Prema Farm","California","Loyalton","California, Loyalton",39.6762936,-120.2410385
"Lazy Heifer Ranch","California","Mad River","California, Mad River",40.4516036,-123.5042945
"Dirty Girl Farm","California","McCloud","California, McCloud",41.2557119,-122.1394487
"Leo's Plants","California","McKinleyville","California, McKinleyville",40.9465152,-124.1006205
"Big River","California","Mendocino","California, Mendocino",39.3076744,-123.7994591
"Menlo Honey","California","Menlo Park","California, Menlo Park",37.4529598,-122.1817252
"Knuth Kreations Inc","California","Mentone","California, Mentone",34.070013,-117.1344806
"Three Wee Bee’s","California","Mentone","California, Mentone",34.070013,-117.1344806
"Tawanda Farms","California","Montague","California, Montague",41.7281985,-122.5278007
"Shanley Farms","California","Morro Bay","California, Morro Bay",35.3659445,-120.8499924
"Atlas Peak Oive Oil","California","Napa","California, Napa",38.2975381,-122.286865
"Forunati Vineyards","California","Napa","California, Napa",38.2975381,-122.286865
"Soda Canyon Farm","California","Napa","California, Napa",38.2975381,-122.286865
"Hathaway Hills Orchards","California","Newcastle","California, Newcastle",38.8736824,-121.1338884
"Petersen Club Lambs","California","Nipomo","California, Nipomo",35.0427547,-120.4759986
"Twisty Pines Ranch","California","Norco","California, Norco",33.9311257,-117.548661
"Sunrise Sheep Company","California","Oakdale","California, Oakdale",37.7666263,-120.8470308
"Kassenhoff Growers","California","Oakland","California, Oakland",37.8043514,-122.2711639
"White Fox Freestone","California","Occidental","California, Occidental",38.4076501,-122.9477131
"Churchill Orchard","California","Ojai","California, Ojai",34.4480495,-119.242889
"Berkeley Olive Grove 1913","California","Oroville","California, Oroville",39.5133153,-121.5577086
"Paicines Ranch","California","Paicines","California, Paicines",36.7289127,-121.2788708
"Blossom Bluff Orchards","California","Parlier","California, Parlier",36.6116174,-119.5270734
"Green Goose Farm","California","Penngrove","California, Penngrove",38.29975,-122.6664251
"Pilz Produce at Hillcrest","California","Penryn","California, Penryn",38.8519794,-121.1692868
"Fifth Crow Farm","California","Pescadero","California, Pescadero",37.2551636,-122.3830152
"Harley Farms Goat Dairy","California","Pescadero","California, Pescadero",37.2551636,-122.3830152
"Neve Farms","California","Petaluma","California, Petaluma",38.232417,-122.6366524
"Tara Firma Farms","California","Petaluma","California, Petaluma",38.232417,-122.6366524
"The Lost Coast Ranch","California","Petrolia","California, Petrolia",40.3253487,-124.2861705
"Philo Apple Farm","California","Philo","California, Philo",39.065875,-123.4407104
"Cloverfield Organic Farm","California","Pinole","California, Pinole",38.0043667,-122.2988587
"Happy Hens Inc","California","Ramona","California, Ramona",33.0376384,-116.8765386
"Quinn Farms","California","Ramona","California, Ramona",33.0376384,-116.8765386
"Soil Born Farms","California","Rancho Cordova","California, Rancho Cordova",38.5890638,-121.3030693
"Rocking Rolls Land & Cattle Co","California","Riverbank","California, Riverbank",37.7360111,-120.9357139
"Blossoms of Aloha","California","Riverside","California, Riverside",33.9806005,-117.3754942
"ERD Ranch","California","Riverside","California, Riverside",33.9806005,-117.3754942
"Golden Farms","California","Riverside","California, Riverside",33.9806005,-117.3754942
"Shellys Succulents","California","Riverside","California, Riverside",33.9806005,-117.3754942
"Albert Bradley Farm","California","Sacramento","California, Sacramento",38.5781342,-121.4944209
"Broken Plow Farm","California","Sacramento","California, Sacramento",38.5781342,-121.4944209
"Thomas Deeble","California","Sacramento","California, Sacramento",38.5781342,-121.4944209
"Narez Organic Vegetables","California","Salinas","California, Salinas",36.6777372,-121.6555013
"Black Sheep Farms","California","San Bernardino","California, San Bernardino",34.1083449,-117.2897652
"Lytle Greens","California","San Bernardino","California, San Bernardino",34.1083449,-117.2897652
"Yoon Perris Farm","California","San Bernardino","California, San Bernardino",34.1083449,-117.2897652
"B Street Growers","California","San Diego","California, San Diego",32.715738,-117.1610838
"Gerwig Avocado Ranch","California","San Diego","California, San Diego",32.715738,-117.1610838
"Harmony Hill Ranch","California","San Diego","California, San Diego",32.715738,-117.1610838
"Homesteader Pantry","California","San Diego","California, San Diego",32.715738,-117.1610838
"Kathryn Brown's Farm","California","San Diego","California, San Diego",32.715738,-117.1610838
"Kellogg Orchard","California","San Diego","California, San Diego",32.715738,-117.1610838
"Mikolich Honey","California","San Diego","California, San Diego",32.715738,-117.1610838
"Mindful Mushrooms","California","San Diego","California, San Diego",32.715738,-117.1610838
"Page's Organics","California","San Diego","California, San Diego",32.715738,-117.1610838
"Rodney's Ranch","California","San Diego","California, San Diego",32.715738,-117.1610838
"Sager Family Farm","California","San Diego","California, San Diego",32.715738,-117.1610838
"Seabreeze Organic Farm","California","San Diego","California, San Diego",32.715738,-117.1610838
"Morris Grassfed Beef","California","San Juan Bautista","California, San Juan Bautista",36.8455108,-121.5379974
"T.O. Cattle Co","California","San Juan Bautista","California, San Juan Bautista",36.8455108,-121.5379974
"Kandarian Organic Farms","California","San Luis Obispo","California, San Luis Obispo",35.2827524,-120.6596156
"California Coast Naturals (Makela Family Farm)","California","Santa Barbara","California, Santa Barbara",34.4208305,-119.6981901
"John Givens Farms","California","Santa Barbara","California, Santa Barbara",34.4208305,-119.6981901
"Koperberg Farm","California","Santa Clarita","California, Santa Clarita",34.3916641,-118.542586
"Bees N Blooms","California","Santa Rosa","California, Santa Rosa",38.440429,-122.7140548
"Moondance Farm","California","Santa Rosa","California, Santa Rosa",38.440429,-122.7140548
"Viluko Farms","California","Santa Rosa","California, Santa Rosa",38.440429,-122.7140548
"Beet Generation Farm","California","Sebastopol","California, Sebastopol",38.4021359,-122.8238806
"River Bee's","California","Shively","California, Shively",40.4308521,-123.9699041
"Seavey Vineyard","California","St. Helena","California, St. Helena",38.5052429,-122.4703868
"Varozza Vineyards","California","St. Helena","California, St. Helena",38.5052429,-122.4703868
"Hattesen Farm","California","Stratford","California, Stratford",36.1893956,-119.8231877
"Alchemy's Grove","California","Temecula","California, Temecula",33.4934243,-117.1488156
"The Alpaca Hacienda","California","Temecula","California, Temecula",33.4934243,-117.1488156
"Pato's Date Gardens","California","Thermal","California, Thermal",33.6402638,-116.1422353
"Stemple Creek Ranch","California","Tomales","California, Tomales",38.246307,-122.9055518
"Hamlow Farms","California","Turlock","California, Turlock",37.4945743,-120.8459786
"Lockewood Acres","California","Vacaville","California, Vacaville",38.3565773,-121.9877444
"Triple B Ranches","California","Valley Center","California, Valley Center",33.2183701,-117.0341967
"Guerrero Farms","California","Visalia","California, Visalia",36.3301329,-119.2966367
"Ambling Ambystoma Farm","California","Watsonville","California, Watsonville",36.910231,-121.7568946
"Birdsong Orchards","California","Watsonville","California, Watsonville",36.910231,-121.7568946
"Dobler and Sons","California","Watsonville","California, Watsonville",36.910231,-121.7568946
"Hauer Apple Ranch","California","Watsonville","California, Watsonville",36.910231,-121.7568946
"Weimar Farm","California","Weimar","California, Weimar",39.0373968,-120.9724425
"Neukom Family Farm","California","Willow Creek","California, Willow Creek",40.9395774,-123.6314412
"Sierra Orchards","California","Winters","California, Winters",38.5249065,-121.9708017
"Petit Teton","California","Yorkville","California, Yorkville",38.8979586,-123.2144507
"Keever Vineyards","California","Yountville","California, Yountville",38.4015781,-122.3608105
"Dombrowski Ranch","California","Yuba City","California, Yuba City",39.1406607,-121.6177394
"Sammons Livestock","Colorado","Alamosa","Colorado, Alamosa",37.4694491,-105.8700214
"Nola Naturals","Colorado","Avondale","Colorado, Avondale",38.2375025,-104.3510792
"Degoatsnsheep Ranch LLC","Colorado","Bayfield","Colorado, Bayfield",37.2255593,-107.5981123
"Amy’s Grass-Fed Beef","Colorado","Bellvue","Colorado, Bellvue",40.6295895,-105.1725918
"Blazing Star Organics","Colorado","Bennett","Colorado, Bennett",39.7588736,-104.4274609
"Tuff’s Ranch","Colorado","Bennett","Colorado, Bennett",39.7588736,-104.4274609
"Bee Squared Apiaries","Colorado","Berthoud","Colorado, Berthoud",40.3083174,-105.0810924
"Dart Farms","Colorado","Berthoud","Colorado, Berthoud",40.3083174,-105.0810924
"High Altitude Rhubarb","Colorado","Black Forest","Colorado, Black Forest",39.0130484,-104.7008083
"Hempward Farms","Colorado","Boulder","Colorado, Boulder",40.0149856,-105.2705456
"Off Beet Farm","Colorado","Boulder","Colorado, Boulder",40.0149856,-105.2705456
"Wild Child Farm","Colorado","Boulder","Colorado, Boulder",40.0149856,-105.2705456
"Bromley Farm","Colorado","Brighton","Colorado, Brighton",39.9852617,-104.8205283
"Red Daisy Farm","Colorado","Brighton","Colorado, Brighton",39.9852617,-104.8205283
"Lost Rock Farm","Colorado","Broomfield","Colorado, Broomfield",39.9205411,-105.0866504
"Simply Fresh Microgreens","Colorado","Broomfield","Colorado, Broomfield",39.9205411,-105.0866504
"Linger Fold","Colorado","Buford","Colorado, Buford",39.9871994,-107.6167299
"Bradbury Land & Cattle Co","Colorado","Byers","Colorado, Byers",39.7102023,-104.2233886
"Badger Creek Ranch","Colorado","Cañon City","Colorado, Cañon City",38.4494063,-105.2253316
"Diana's Pumpkin Patch","Colorado","Cañon City","Colorado, Cañon City",38.4494063,-105.2253316
"Green Junction Farmstead","Colorado","Clifton","Colorado, Clifton",39.0919256,-108.4489784
"Beauty Farm","Colorado","Colorado Springs","Colorado, Colorado Springs",38.8338816,-104.8213634
"Udder Blessings","Colorado","Colorado Springs","Colorado, Colorado Springs",38.8338816,-104.8213634
"Rock River Ranches","Colorado","Commerce City","Colorado, Commerce City",39.8083196,-104.9338675
"Sutcliffe Vineyards","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Crooked Sky Ranch","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Feral Farm","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Jones Farm","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Podunk's Ranch","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Tierra Madre Herbs","Colorado","Cortez","Colorado, Cortez",37.3488827,-108.5859265
"Punk's Pumpkin Patch","Colorado","Delta","Colorado, Delta",38.7422062,-108.0689582
"Altius Farms","Colorado","Denver","Colorado, Denver",39.7392358,-104.990251
"Blossom & Branch Farm","Colorado","Denver","Colorado, Denver",39.7392358,-104.990251
"Northsider Farms","Colorado","Denver","Colorado, Denver",39.7392358,-104.990251
"Coltivare","Colorado","Durango","Colorado, Durango",37.27528,-107.8800667
"Mocking Crow Farm","Colorado","Durango","Colorado, Durango",37.27528,-107.8800667
"Tocayo Farm","Colorado","Durango","Colorado, Durango",37.27528,-107.8800667
"Blue Trane Heritage Farm","Colorado","Elbert","Colorado, Elbert",39.2194678,-104.5371508
"Cloverleaf Farms West","Colorado","Elizabeth","Colorado, Elizabeth",39.3602662,-104.596915
"El Zorro Colorado Alpacas","Colorado","Elizabeth","Colorado, Elizabeth",39.3602662,-104.596915
"Falkor Ranch","Colorado","Elizabeth","Colorado, Elizabeth",39.3602662,-104.596915
"Ferris Berg Farm","Colorado","Elizabeth","Colorado, Elizabeth",39.3602662,-104.596915
"RK Creations Farm","Colorado","Elizabeth","Colorado, Elizabeth",39.3602662,-104.596915
